ID,Truth,Model
ecoli_o148_aba42232.1,WzyB,True
ecoli_o149_aaz65837.1,WzyA,True
ecoli_o150_aca24803.1,WzyA,True
ecoli_o151_adj19203.1,Missing,True
ecoli_o151_adq37322.1,WzyA,True
ecoli_o152_aca24821.1,WzyA,True
ecoli_o153_baq01759.1,WzyC,True
ecoli_o154_baq01780.1,WzyB,True
ecoli_o155_aav74550.1,WzyA,True
ecoli_o156_aig62555.1,WzyC,True
ecoli_o157_aac32340.1,WzyB,True
ecoli_o158_adn43871.1,WzyC,True
ecoli_o159_aca24890.1,WzyA,True
ecoli_o15_aav74543.1,WzyC,True
ecoli_o160_baq01812.1,WzyC,True
ecoli_o161_adj19203.1,WzyC,False
ecoli_o163_ajr19405.1,WzyB,True
ecoli_o164_acd37146.1,WzyA,True
ecoli_o165_adn43883.1,WzyB,True
ecoli_o166_adc54957.1,WzyA,True
ecoli_o167_acd37046.1,WzyC,True
ecoli_o168_acd36996.1,WzyC,True
ecoli_o169_aig62720.1,WzyA,True
ecoli_o16_baq00653.1,WzyB,True
ecoli_o170_aig62733.1,WzyC,True
ecoli_o171_aig56920.2,WzyC,True
ecoli_o172_aat28922.1,WzyB,True
ecoli_o173_adn43894.1,WzyA,True
ecoli_o174_aay28249.1,WzyC,True
ecoli_o175_aig56909.1,WzyC,True
ecoli_o176_aig62743.1,WzyB,True
ecoli_o177_aay28257.1,WzyC,True
ecoli_o178_aig62747.1,WzyC,True
ecoli_o179_aig62759.1,WzyC,True
ecoli_o17_baq02105.1,WzyB,True
ecoli_o180_afn02899.1,WzyB,True
ecoli_o181_aig62769.1,WzyA,True
ecoli_o182_aig62775.1,WzyC,True
ecoli_o183_bal03056.1,WzyA,True
ecoli_o184_baq02031.1,WzyC,True
ecoli_o185_baq02048.1,WzyB,True
ecoli_o186_baq02068.1,WzyB,True
ecoli_o187_aig56949.1,WzyC,True
ecoli_o18_adc54950.1,WzyB,True
ecoli_o19_baq00705.1,WzyB,True
ecoli_o1_adc54929.1,WzyA,True
ecoli_o21_ach97162.1,WzyA,True
ecoli_o22_abi34562.1,WzyC,True
ecoli_o23_aig62571.1,WzyA,True
ecoli_o24_aig62584.1,WzyA,True
ecoli_o25_adi43263.1,WzyC,False
ecoli_o26_aan60459.1,WzyA,True
ecoli_o27_adi43271.1,WzyA,True
ecoli_o28ab_ajr19372.1,WzyB,True
ecoli_o29_aca24852.1,WzyA,True
ecoli_o2_acd75809.1,WzyA,True
ecoli_o30_aig62591.1,WzyB,True
ecoli_o32_acd37058.1,WzyC,True
ecoli_o33_aig62598.1,WzyC,True
ecoli_o34_aig62789.1,WzyA,True
ecoli_o35_acv67289.1,WzyA,True
ecoli_o36_baq00830.1,WzyB,True
ecoli_o37_aig62499.1,WzyC,True
ecoli_o38_ajr19362.1,WzyA,True
ecoli_o39_baq00879.1,WzyB,True
ecoli_o3_ach97152.1,WzyA,True
ecoli_o40_acd37117.1,WzyC,True
ecoli_o41_baq00893.1,WzyA,True
ecoli_o42_baq00911.1,WzyB,True
ecoli_o43_aig62638.1,WzyC,True
ecoli_o44_wp_000549530.1,WzyB,True
ecoli_o45_aax07747.1,WzyB,True
ecoli_o46_baq00957.1,WzyC,True
ecoli_o48_aig62384.1,WzyC,True
ecoli_o49_baq00994.1,WzyC,True
ecoli_o4_aat85653.1,WzyA,True
ecoli_o50_baq01012.1,WzyA,True
ecoli_o51_baq01024.1,WzyA,True
ecoli_o53_abz79721.1,WzyC,True
ecoli_o54_baq02116.1,WzyA,True
ecoli_o55_aal67557.1,WzyA,True
ecoli_o56_abb29916.1,WzyA,True
ecoli_o56_aca24882.1,Missing,True
ecoli_o58_aca24882.1,WzyC,False
ecoli_o59_aav74376.1,WzyB,True
ecoli_o5ab_ajr19356.1,WzyB,True
ecoli_o61_adj19217.1,WzyB,True
ecoli_o62_agn91809.1,WzyB,True
ecoli_o63_acd75796.1,WzyB,True
ecoli_o64_baq01114.1,WzyC,True
ecoli_o65_ajr19392.1,WzyB,True
ecoli_o66_aaz20761.1,WzyB,True
ecoli_o68_ait92164.1,WzyB,True
ecoli_o69_aig62798.1,WzyA,True
ecoli_o6_cad19991.1,WzyB,True
ecoli_o70_cbn82200.1,WzyB,True
ecoli_o71_adi77033.1,WzyB,True
ecoli_o73_aay23733.1,WzyB,True
ecoli_o74_baq01207.1,WzyC,True
ecoli_o75_aig62607.1,WzyA,True
ecoli_o76_baq01218.1,WzyC,True
ecoli_o77_aay23739.1,WzyB,True
ecoli_o78_aig62619.1,WzyA,True
ecoli_o79_aig62648.1,WzyB,True
ecoli_o7_aad44158.1,WzyB,True
ecoli_o80_baq01238.1,WzyC,True
ecoli_o81_aig62868.1,WzyA,True
ecoli_o82_baq01266.1,WzyC,True
ecoli_o83_aig62838.1,WzyC,True
ecoli_o84_aje24489.1,WzyA,True
ecoli_o85_aig62657.1,WzyC,True
ecoli_o86_b7_aao37717.1,WzyB,True
ecoli_o87_aca24901.1,WzyA,True
ecoli_o88_aig62878.1,WzyC,True
ecoli_o8_baq00597.1,WzyC,True
ecoli_o90_baq01361.1,WzyB,True
ecoli_o91_aak60458.1,WzyC,True
ecoli_o93_baq01386.1,WzyC,True
ecoli_o96_aig62627.1,WzyC,True
ecoli_o98_abb04486.1,WzyA,True
ecoli_ogn10_bau71608.1,WzyB,False
ecoli_ogn12_bau71625.1,WzyA,True
ecoli_ogn13_bav90482.1,WzyA,True
ecoli_ogn14_bav90498.1,WzyA,True
ecoli_ogn15_bav90511.1,WzyB,True
ecoli_ogn16_bav90529.1,WzyB,True
ecoli_ogn17_bav90548.1,WzyC,True
ecoli_ogn1_bau71558.1,WzyC,True
ecoli_ogn2_bav90417.1,WzyA,True
ecoli_ogn31_bau71639.1,WzyB,True
ecoli_ogn3_bav90433.1,WzyB,True
ecoli_ogn4_bav90441.1,WzyC,True
ecoli_ogn5_bau71572.1,Missing,True
ecoli_ogn5_bav90458.1,WzyC,False
ecoli_ogn8_bau71572.1,WzyC,False
ecoli_ogn9_bau71586.1,WzyB,False
ecoli_ogn9_bau71608.1,Missing,True
ecoli_ox13_ajr19385.1,WzyC,True
ecoli_ox18_aig62370.1,WzyC,True
ecoli_ox25_ajr19416.1,WzyA,True
ecoli_waal_r1_aac69682.1,ligases,True
ecoli_waal_r2_aac69661.1,ligases,True
ecoli_waal_r3_aac69648.1,ligases,True
ecoli_waal_r4_aac69671.1,ligases,True
ecoli_waal_r5_np_418079.1,ligases,True
ipr002760_o_anti_polymase_seed_o26751,HMM Seed,True
ipr007016_wzy_c_seed_q6mi87,HMM Seed,True
ipr009630_duf1229_seed_q8f5m4,HMM Seed,True
ipr010691_wzye_seed_q329x2,HMM Seed,True
ipr017528_pep_o_lig_1_seed_a0a6l5qa75,HMM Seed,True
ipr021797_wzy_c2_seed_q122i6,HMM Seed,True
ipr024013_colanic_acid_synth_wcad_seed_a0a0a1a6j9,HMM Seed,True
ipr029468_oag_pol_wzy_seed_p39854,HMM Seed,True
ipr045918_duf6337_seed_a0a1e3x2d7,HMM Seed,True
ipr045949_duf6369_seed_b1xzr5,HMM Seed,True
ipr045979_duf5935_seed_a0a0q4kqw8,HMM Seed,True
ipr046073_duf6032_seed_q93qw1,HMM Seed,True
ipr046303_duf6418_seed_a0a2s2fhd5,HMM Seed,True
ipr049458_epsg_seeda0km85a0km85,HMM Seed,True
klebsiella_kl101_12,WzyA,True
klebsiella_kl102_08,WzyA,True
klebsiella_kl103_12,WzyA,True
klebsiella_kl104_12,WzyC,True
klebsiella_kl105_13,WzyC,True
klebsiella_kl106_07,WzyC,True
klebsiella_kl108_11,WzyC,True
klebsiella_kl109_12,WzyC,True
klebsiella_kl10_14,WzyC,True
klebsiella_kl110_09,WzyA,True
klebsiella_kl111_07,WzyC,True
klebsiella_kl112_09,WzyC,True
klebsiella_kl114_08,WzyB,True
klebsiella_kl115_10,WzyA,True
klebsiella_kl116_09,WzyA,True
klebsiella_kl117_11,WzyC,True
klebsiella_kl118_09,WzyA,True
klebsiella_kl119_07,WzyC,True
klebsiella_kl11_08,WzyA,True
klebsiella_kl120_13,WzyA,True
klebsiella_kl121_09,WzyC,True
klebsiella_kl122_07,WzyC,True
klebsiella_kl123_09,WzyA,True
klebsiella_kl124_11,WzyA,True
klebsiella_kl125_09,WzyA,True
klebsiella_kl127_09,WzyB,True
klebsiella_kl128_09,WzyB,True
klebsiella_kl12_12,WzyB,True
klebsiella_kl130_08,WzyC,True
klebsiella_kl131_17,WzyA,True
klebsiella_kl132_07,WzyC,True
klebsiella_kl133_07,WzyC,True
klebsiella_kl134_10,WzyA,True
klebsiella_kl135_13,WzyA,True
klebsiella_kl136_07,WzyA,True
klebsiella_kl137_15,WzyA,True
klebsiella_kl138_09,WzyA,True
klebsiella_kl139_07,WzyA,True
klebsiella_kl13_09,WzyC,True
klebsiella_kl140_07,WzyA,True
klebsiella_kl141_11,WzyC,True
klebsiella_kl142_11,WzyC,True
klebsiella_kl143_09,WzyC,True
klebsiella_kl144_09,WzyC,True
klebsiella_kl145_13,WzyA,True
klebsiella_kl146_07,WzyC,True
klebsiella_kl147_09,WzyC,True
klebsiella_kl149_14,WzyA,True
klebsiella_kl14_11,WzyC,True
klebsiella_kl150_08,WzyC,True
klebsiella_kl151_11,WzyB,True
klebsiella_kl152_08,WzyA,True
klebsiella_kl153_07,WzyC,True
klebsiella_kl154_07,WzyC,True
klebsiella_kl155_13,WzyB,True
klebsiella_kl156-d1_09,WzyC,True
klebsiella_kl157_11,WzyC,True
klebsiella_kl158_09,WzyA,True
klebsiella_kl159_11,WzyB,True
klebsiella_kl15_12,WzyA,True
klebsiella_kl160_07,WzyC,True
klebsiella_kl162_11,WzyB,True
klebsiella_kl163_08,WzyC,True
klebsiella_kl164_10,WzyA,True
klebsiella_kl165_08,WzyA,True
klebsiella_kl166_09,WzyA,True
klebsiella_kl167_07,WzyC,True
klebsiella_kl168_14,WzyC,True
klebsiella_kl169_11,WzyB,True
klebsiella_kl16_08,WzyB,True
klebsiella_kl170_12,WzyA,True
klebsiella_kl171_07,WzyC,True
klebsiella_kl172_21,WzyA,True
klebsiella_kl173_07,WzyC,True
klebsiella_kl174_07,WzyC,True
klebsiella_kl175_12,WzyA,True
klebsiella_kl176_11,WzyA,True
klebsiella_kl177_07,WzyC,True
klebsiella_kl178_07,WzyC,True
klebsiella_kl179_08,WzyA,True
klebsiella_kl17_07,WzyC,True
klebsiella_kl180_09,WzyA,True
klebsiella_kl181_10,WzyA,True
klebsiella_kl182_07,WzyC,True
klebsiella_kl183_12,WzyA,True
klebsiella_kl184_18,WzyA,True
klebsiella_kl185_12,WzyA,True
klebsiella_kl186_12,WzyC,True
klebsiella_kl18_12,WzyC,True
klebsiella_kl19_13,WzyA,True
klebsiella_kl1_09,WzyC,True
klebsiella_kl20_08,WzyC,True
klebsiella_kl21_08,WzyC,True
klebsiella_kl22_07,WzyC,True
klebsiella_kl23_10,WzyA,True
klebsiella_kl24_09,WzyC,True
klebsiella_kl25_08,WzyC,True
klebsiella_kl26_07,WzyC,True
klebsiella_kl27_11,WzyA,True
klebsiella_kl28_10,WzyC,True
klebsiella_kl2_10,WzyC,True
klebsiella_kl30_10,WzyC,True
klebsiella_kl31_09,WzyA,True
klebsiella_kl32_11,WzyB,True
klebsiella_kl33_18,WzyC,True
klebsiella_kl34_xan29115.1,WzyA,True
klebsiella_kl35_07,WzyC,True
klebsiella_kl36_12,WzyA,True
klebsiella_kl37_07,WzyC,True
klebsiella_kl38_08,WzyA,True
klebsiella_kl39_08,WzyA,True
klebsiella_kl3_14,WzyC,True
klebsiella_kl40_13,WzyB,True
klebsiella_kl41_12,WzyB,True
klebsiella_kl42_09,WzyA,True
klebsiella_kl43_09,WzyB,True
klebsiella_kl44_11,WzyC,True
klebsiella_kl45_11,WzyB,True
klebsiella_kl46_09,WzyC,True
klebsiella_kl47_11,WzyB,True
klebsiella_kl48_10,WzyA,True
klebsiella_kl49_08,WzyB,True
klebsiella_kl4_15,WzyC,True
klebsiella_kl51_09,WzyA,True
klebsiella_kl52_13,WzyA,True
klebsiella_kl53_10,WzyA,True
klebsiella_kl54_09,WzyC,True
klebsiella_kl55_11,WzyC,True
klebsiella_kl56_13,WzyA,True
klebsiella_kl57_11,WzyC,True
klebsiella_kl58_09,WzyB,True
klebsiella_kl59_07,WzyA,True
klebsiella_kl5_07,WzyC,True
klebsiella_kl60_07,WzyA,True
klebsiella_kl61_09,WzyC,True
klebsiella_kl62_11,WzyC,True
klebsiella_kl63_10,WzyB,True
klebsiella_kl64_10,WzyC,True
klebsiella_kl65_07,WzyA,True
klebsiella_kl66_09,WzyC,True
klebsiella_kl67_07,WzyA,True
klebsiella_kl68_12,WzyC,True
klebsiella_kl69_10,WzyC,True
klebsiella_kl6_07,WzyC,True
klebsiella_kl70_10,WzyA,True
klebsiella_kl71_13,WzyC,True
klebsiella_kl72_12,WzyB,True
klebsiella_kl74_11,WzyC,True
klebsiella_kl79_12,WzyA,True
klebsiella_kl7_10,WzyA,True
klebsiella_kl80_bat24408.1,WzyC,True
klebsiella_kl81_09,WzyA,True
klebsiella_kl82_09,WzyA,True
klebsiella_kl8_07,WzyA,True
klebsiella_kl9_10,WzyB,True
klebsiella_waal_aad37765.1,ligases,True
myxococcus_waal_abf89195.1,ligases,True
neisseria_meningitidis_pgll_aek98518.1,ligases,True
nf033860_wzy_o6_o28_seed_a0a4q7bkv0,HMM Seed,True
nf041436_wzy_strepto_seed_a0a822w5q0,HMM Seed,True
nf041870_wzy_eps_a0a554gry5,Missing,True
paeruginosa,ligases,True
paeruginosa_o10_aam27560.1,WzyB,False
paeruginosa_o11_aam27574.1,WzyC,False
paeruginosa_o12_aam27595.1,WzyB,False
paeruginosa_o13_aam27615.1,WzyC,False
paeruginosa_o15_lory_aam27645.1,WzyC,False
paeruginosa_o16_prophage_abm21470.1,WzyC,True
paeruginosa_o18_aam27693.1,WzyB,True
paeruginosa_o19_aam27711.1,WzyB,True
paeruginosa_o1_aam27546.1,WzyB,True
paeruginosa_o20_aam27748.1,WzyB,True
paeruginosa_o2_prophage_abm21469.1,WzyC,True
paeruginosa_o3_aam27766.1,WzyC,True
paeruginosa_o4_aam27782.1,WzyC,True
paeruginosa_o5_aag06542.1,WzyB,True
paeruginosa_o7_aam27831.1,WzyC,False
paeruginosa_o8_aam27851.1,WzyC,False
paeruginosa_o9_aam27879.1,WzyA,False
paeurginosa_o10_aam27560.1,Missing,True
paeurginosa_o11_aam27574.1,Missing,True
paeurginosa_o12_aam27595.1,Missing,True
paeurginosa_o13_aam27615.1,Missing,True
paeurginosa_o15_lory_aam27645.1,Missing,True
paeurginosa_o7_aam27831.1,Missing,True
paeurginosa_o8_aam27851.1,Missing,True
paeurginosa_o9_aam27879.1,Missing,True
proteus_o10_adl32296.1,WzyB,True
proteus_o11_axy99417.1,WzyC,True
proteus_o12_axy99432.1,WzyA,True
proteus_o13_axy99447.1,WzyA,True
proteus_o14ab_axy99463.1,WzyA,True
proteus_o16_axy99476.1,WzyB,True
proteus_o17_axy99492.1,WzyB,True
proteus_o18_qim23321.1,WzyA,True
proteus_o19a_axy99523.1,WzyA,True
proteus_o1_axy99318.1,WzyA,True
proteus_o20_axy99542.1,WzyC,True
proteus_o21_axy99555.1,WzyC,True
